ID_cliente,Recencia,Frequencia,Valor,R_quartil,F_quartil,V_quartil,RFV_Score,acoes de marketing/crm
17172,78,1,317.76,C,D,C,CDC,
17173,5,8,3766.6,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17174,217,1,59.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17175,44,4,1443.69,B,B,B,BBB,
17176,201,1,306.13,D,D,C,DDC,
17179,178,3,711.79,D,B,B,DBB,
17180,56,4,796.03,C,B,B,CBB,
17181,57,2,239.92000000000002,C,C,D,CCD,
17183,7,6,3347.3100000000004,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17186,46,2,144.0,B,C,D,BCD,
17187,226,1,203.95,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17188,11,7,2474.23,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17189,106,2,384.4,C,C,C,CCC,
17190,58,2,444.74,C,C,C,CCC,
17191,28,7,2095.13,B,A,A,BAA,
17193,35,7,1699.3,B,A,A,BAA,
17194,360,1,252.62,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17197,29,1,1013.01,B,D,B,BDB,
17198,23,3,692.22,B,B,B,BBB,
17201,53,1,342.63,C,D,C,CDC,
17203,35,6,3563.85,B,A,A,BAA,
17204,175,4,1564.5600000000002,D,B,A,DBA,
17205,53,1,384.08,C,D,C,CDC,
17206,53,1,204.24,C,D,D,CDD,
17211,26,8,2317.2200000000003,B,A,A,BAA,
17212,253,1,226.85,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17213,40,7,2781.23,B,A,A,BAA,
17214,60,6,1069.12,C,A,B,CAB,
17217,234,1,113.5,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17218,4,10,1960.72,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17219,31,1,114.23,B,D,D,BDD,
17220,24,14,3198.25,B,A,A,BAA,
17221,7,2,335.13,A,C,C,ACC,
17222,65,1,354.15,C,D,C,CDC,
17223,310,2,426.79,D,C,C,DCC,
17226,308,1,393.49,D,D,C,DDC,
17227,18,6,939.3199999999999,B,A,B,BAB,
17228,15,8,1906.0900000000001,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17229,96,2,318.76,C,C,C,CCC,
17230,264,7,3637.46,D,A,A,DAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17231,12,10,3174.3199999999997,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17232,2,2,421.52,A,C,C,ACC,
17233,35,1,190.88,B,D,D,BDD,
17234,182,1,149.89,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17235,25,2,550.06,B,C,C,BCC,
17236,12,6,916.13,A,A,B,AAB,
17237,11,2,314.69,A,C,C,ACC,
17238,2,16,3739.7,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17239,312,1,382.5,D,D,C,DDC,
17242,108,2,1135.04,C,C,B,CCB,
17243,1,26,8676.85,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17244,53,1,954.9,C,D,B,CDB,
17245,204,1,171.45,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17247,15,1,282.19,A,D,D,ADD,
17248,120,1,318.65,C,D,C,CDC,
17250,3,2,384.52,A,C,C,ACC,
17251,362,1,283.28000000000003,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17252,116,2,353.85999999999996,C,C,C,CCC,
17253,18,1,178.26,B,D,D,BDD,
17254,4,2,272.44,A,C,D,ACD,
17255,40,2,298.40999999999997,B,C,D,BCD,
17256,107,2,240.0,C,C,D,CCD,
17259,148,2,603.37,D,C,C,DCC,
17262,52,5,1253.3600000000001,C,B,B,CBB,
17263,208,1,63.440000000000005,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17265,138,2,562.9,C,C,C,CCC,
17266,2,3,310.64,A,B,C,ABC,
17267,127,1,311.02,C,D,C,CDC,
17268,107,4,763.6400000000001,C,B,B,CBB,
17272,42,4,2148.63,B,B,A,BBA,
17274,35,1,111.98,B,D,D,BDD,
17277,227,2,1065.35,D,C,B,DCB,
17278,241,1,246.04,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17279,57,1,187.83,C,D,D,CDD,
17282,130,3,1703.41,C,B,A,CBA,
17284,60,6,1652.58,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17286,21,1,153.92,B,D,D,BDD,
17287,26,7,1064.11,B,A,B,BAB,
17288,9,7,1419.73,A,A,B,AAB,
17289,31,3,944.4100000000001,B,B,B,BBB,
17290,3,2,525.24,A,C,C,ACC,
17291,308,1,550.8000000000001,D,D,C,DDC,
17293,8,9,1875.11,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17295,28,3,556.95,B,B,C,BBC,
17297,17,1,131.78,A,D,D,ADD,
17298,101,2,498.41999999999996,C,C,C,CCC,
17299,11,4,669.11,A,B,B,ABB,
17301,21,1,197.63,B,D,D,BDD,
17302,14,5,1135.63,A,B,B,ABB,
17303,361,1,250.04,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17306,10,19,8631.310000000001,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17309,95,1,82.75,C,D,D,CDD,
17311,78,2,1384.85,C,C,B,CCB,
17312,138,3,644.3,C,B,B,CBB,
17314,24,8,2527.92,B,A,A,BAA,
17315,1,38,6292.26,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17317,46,2,572.4,B,C,C,BCC,
17320,100,3,1200.62,C,B,B,CBB,
17321,8,2,700.86,A,C,B,ACB,
17323,19,6,916.12,B,A,B,BAB,
17324,17,4,990.2299999999999,A,B,B,ABB,
17325,280,1,96.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17329,14,2,523.11,A,C,C,ACC,
17330,22,2,363.9,B,C,C,BCC,
17331,123,1,175.2,C,D,D,CDD,
17333,85,1,494.25,C,D,C,CDC,
17334,302,2,307.02,D,C,C,DCC,
17337,151,4,2027.8700000000001,D,B,A,DBA,
17338,17,8,6643.93,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17339,94,2,243.36,C,C,D,CCD,
17340,80,9,5788.23,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17341,156,3,781.36,D,B,B,DBB,
17343,355,1,193.64,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17344,46,1,160.57,B,D,D,BDD,
17345,15,4,528.01,A,B,C,ABC,
17346,3,15,2676.56,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17347,86,1,228.96,C,D,D,CDD,
17348,14,5,1159.52,A,B,B,ABB,
17349,179,1,110.75,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17350,8,4,1286.07,A,B,B,ABB,
17351,36,3,587.15,B,B,C,BBC,
17353,129,2,1740.0,C,C,A,CCA,
17354,50,1,1393.06,B,D,B,BDB,
17356,311,1,178.22,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17357,24,1,382.24,B,D,C,BDC,
17358,303,2,365.85,D,C,C,DCC,
17359,11,1,127.86,A,D,D,ADD,
17360,17,3,585.79,A,B,C,ABC,
17361,49,3,488.2,B,B,C,BBC,
17362,239,2,312.23,D,C,C,DCC,
17364,0,11,4481.18,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17365,12,8,4801.56,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17367,238,1,168.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17368,23,8,1912.6699999999998,B,A,A,BAA,
17370,72,4,446.18,C,B,C,CBC,
17371,17,3,423.89,A,B,C,ABC,
17372,40,8,1342.68,B,A,B,BAB,
17373,40,4,646.9200000000001,B,B,B,BBB,
17374,218,2,495.77,D,C,C,DCC,
17375,199,3,400.09999999999997,D,B,C,DBC,
17376,70,2,203.2,C,C,D,CCD,
17377,23,20,4100.92,B,A,A,BAA,
17379,11,1,404.66,A,D,C,ADC,
17381,8,28,17707.97,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17382,65,1,65.4,C,D,D,CDD,
17383,4,1,199.29,A,D,D,ADD,
17384,19,2,336.4,B,C,C,BCC,
17385,14,1,261.11,A,D,D,ADD,
17386,7,5,2683.12,A,B,A,ABA,
17387,19,2,784.11,B,C,B,BCB,
17388,77,4,1259.56,C,B,B,CBB,
17389,0,29,9172.0,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17391,163,2,508.8,D,C,C,DCC,
17392,306,2,457.91,D,C,C,DCC,
17394,219,1,203.87,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17396,39,7,5296.8,B,A,A,BAA,
17397,22,2,696.41,B,C,B,BCB,
17398,114,3,653.38,C,B,B,CBB,
17400,126,5,2129.96,C,B,A,CBA,
17402,4,13,2633.85,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17403,36,1,281.62,B,D,D,BDD,
17405,1,3,1031.41,A,B,B,ABB,
17406,333,3,2200.42,D,B,A,DBA,
17408,163,1,32.65,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17409,184,2,771.85,D,C,B,DCB,
17410,16,5,1214.72,A,B,B,ABB,
17411,12,3,778.94,A,B,B,ABB,
17412,2,7,1258.06,A,A,B,AAB,
17414,43,2,778.0,B,C,B,BCB,
17415,79,1,507.84,C,D,C,CDC,
17416,29,6,4778.71,B,A,A,BAA,
17418,42,2,463.46,B,C,C,BCC,
17419,11,12,4226.57,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17420,50,3,598.83,B,B,C,BBC,
17422,16,6,1979.37,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17423,46,2,698.4100000000001,B,C,B,BCB,
17425,19,2,759.1700000000001,B,C,B,BCB,
17426,8,6,5037.26,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17427,71,1,100.8,C,D,D,CDD,
17428,0,27,13166.57,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17429,128,3,524.9200000000001,C,B,C,CBC,
17430,32,2,265.76,B,C,D,BCD,
17431,313,1,403.3,D,D,C,DDC,
17432,18,2,365.76,B,C,C,BCC,
17433,88,1,303.16,C,D,C,CDC,
17434,2,7,2373.82,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17436,1,2,216.3,A,C,D,ACD,
17438,253,1,388.4500000000001,D,D,C,DDC,
17440,156,2,179.39999999999998,D,C,D,DCD,
17442,36,6,2248.56,B,A,A,BAA,
17446,176,2,120.9,D,C,D,DCD,
17447,40,2,541.53,B,C,C,BCC,
17449,2,7,2520.86,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17450,8,19,17508.600000000002,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17451,1,7,1721.4,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17453,17,2,486.7199999999999,A,C,C,ACC,
17454,192,4,517.53,D,B,C,DBC,
17455,203,1,131.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17456,365,1,249.86,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17457,126,5,1737.7,C,B,A,CBA,
17458,15,1,316.5,A,D,C,ADC,
17459,43,2,657.3,B,C,B,BCB,
17460,94,6,622.4300000000001,C,A,C,CAC,
17461,22,3,757.46,B,B,B,BBB,
17462,60,2,675.69,C,C,B,CCB,
17463,16,5,1896.4099999999999,A,B,A,ABA,
17464,158,1,289.96000000000004,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17466,10,2,763.28,A,C,B,ACB,
17468,10,2,137.0,A,C,D,ACD,
17469,16,5,1870.97,A,B,A,ABA,
17470,44,5,1125.07,B,B,B,BBB,
17472,191,3,710.29,D,B,B,DBB,
17475,79,1,194.37,C,D,D,CDD,
17480,77,1,511.82,C,D,C,CDC,
17481,3,4,1255.59,A,B,B,ABB,
17483,65,3,414.04,C,B,C,CBC,
17486,261,1,396.87,D,D,C,DDC,
17489,58,2,376.64,C,C,C,CCC,
17490,0,7,2092.32,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17491,1,10,3558.87,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17492,248,1,374.57,D,D,C,DDC,
17495,7,2,497.56000000000006,A,C,C,ACC,
17496,358,1,271.05,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17498,75,1,272.22,C,D,D,CDD,
17499,289,1,622.88,D,D,C,DDC,
17500,17,3,1138.0,A,B,B,ABB,
17501,220,2,288.6,D,C,D,DCD,
17502,9,4,689.1,A,B,B,ABB,
17503,2,2,558.96,A,C,C,ACC,
17504,206,8,2987.13,D,A,A,DAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17505,161,2,1145.8400000000001,D,C,B,DCB,
17506,75,1,302.2,C,D,C,CDC,
17507,261,2,605.5799999999999,D,C,C,DCC,
17509,57,8,6115.14,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17510,24,1,308.48,B,D,C,BDC,
17511,44,12,13471.09,B,A,A,BAA,
17512,28,10,2924.99,B,A,A,BAA,
17513,72,1,513.2,C,D,C,CDC,
17514,128,1,208.65,C,D,D,CDD,
17515,31,4,639.02,B,B,C,BBC,
17516,15,4,761.48,A,B,B,ABB,
17517,308,1,153.94,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17519,17,6,1844.02,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17520,53,1,546.81,C,D,C,CDC,
17521,29,3,723.21,B,B,B,BBB,
17522,1,5,1070.71,A,B,B,ABB,
17523,11,4,652.74,A,B,B,ABB,
17524,361,1,145.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17525,359,1,422.7000000000001,D,D,C,DDC,
17526,4,4,1195.9,A,B,B,ABB,
17527,53,4,939.37,C,B,B,CBB,
17528,1,8,3628.5,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17530,1,11,2385.0,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17531,190,1,296.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17534,53,1,223.36,C,D,D,CDD,
17535,280,1,164.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17536,177,1,76.5,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17537,29,2,897.6200000000001,B,C,B,BCB,
17538,25,1,98.42,B,D,D,BDD,
17540,24,2,578.9000000000001,B,C,C,BCC,
17542,269,1,170.75,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17545,43,3,645.96,B,B,B,BBB,
17548,233,1,103.3,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17549,23,2,148.85999999999999,B,C,D,BCD,
17550,197,3,267.15999999999997,D,B,D,DBD,
17551,359,1,306.84,D,D,C,DDC,
17552,60,4,930.41,C,B,B,CBB,
17553,129,1,1487.6,C,D,B,CDB,
17554,1,5,1952.4499999999998,A,B,A,ABA,
17555,19,2,483.26,B,C,C,BCC,
17556,205,1,157.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17557,14,3,541.46,A,B,C,ABC,
17560,94,4,854.95,C,B,B,CBB,
17561,19,1,167.62,B,D,D,BDD,
17562,14,7,1122.38,A,A,B,AAB,
17564,24,3,454.01,B,B,C,BBC,
17566,8,2,901.21,A,C,B,ACB,
17567,7,8,4331.48,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17569,332,1,344.14,D,D,C,DDC,
17571,50,4,1498.51,B,B,B,BBB,
17572,71,4,226.75,C,B,D,CBD,
17573,29,2,373.1,B,C,C,BCC,
17574,242,1,185.65,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17576,8,19,3622.68,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17578,218,1,143.45999999999998,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17579,4,3,448.9,A,B,C,ABC,
17580,252,3,215.72,D,B,D,DBD,
17581,0,25,11045.04,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17582,236,1,175.27,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17584,7,2,1242.3000000000002,A,C,B,ACB,
17585,109,4,1133.07,C,B,B,CBB,
17588,100,3,1240.2000000000003,C,B,B,CBB,
17589,60,4,2404.17,C,B,A,CBA,
17590,2,3,1479.22,A,B,B,ABB,
17591,73,7,2225.9700000000003,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17593,3,5,3927.34,A,B,A,ABA,
17594,85,2,993.18,C,C,B,CCB,
17595,12,2,388.78999999999996,A,C,C,ACC,
17596,23,7,2827.9300000000003,B,A,A,BAA,
17600,17,1,161.67000000000002,A,D,D,ADD,
17601,239,1,116.01,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17602,2,7,5102.97,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17603,78,1,394.72,C,D,C,CDC,
17604,217,2,309.36,D,C,C,DCC,
17608,33,1,187.62,B,D,D,BDD,
17609,40,5,1112.22,B,B,B,BBB,
17611,7,15,3984.2200000000003,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17612,53,6,2048.45,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17613,22,13,4551.35,B,A,A,BAA,
17614,57,1,390.07,C,D,C,CDC,
17615,130,3,329.6,C,B,C,CBC,
17616,173,3,571.1999999999999,D,B,C,DBC,
17618,5,3,971.5799999999999,A,B,B,ABB,
17619,312,1,218.52,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17620,59,1,81.44,C,D,D,CDD,
17621,21,3,1379.9,B,B,B,BBB,
17623,32,1,527.0500000000001,B,D,C,BDC,
17624,14,2,843.48,A,C,B,ACB,
17625,18,4,2047.0,B,B,A,BBA,
17628,81,1,75.75,C,D,D,CDD,
17629,5,8,1814.12,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17630,169,2,503.6,D,C,C,DCC,
17631,1,3,528.33,A,B,C,ABC,
17633,31,4,1324.8400000000001,B,B,B,BBB,
17634,36,9,2361.97,B,A,A,BAA,
17636,19,1,285.56,B,D,D,BDD,
17637,31,2,547.06,B,C,C,BCC,
17639,276,1,108.5,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17640,86,1,621.66,C,D,C,CDC,
17642,119,2,712.29,C,C,B,CCB,
17643,373,1,101.55,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17644,1,11,2895.6400000000003,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17646,219,3,1008.3900000000001,D,B,B,DBB,
17647,65,1,133.06,C,D,D,CDD,
17648,60,4,1797.5,C,B,A,CBA,
17649,138,1,868.49,C,D,B,CDB,
17650,21,1,166.08,B,D,D,BDD,
17651,11,10,3945.0,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17652,25,12,4867.72,B,A,A,BAA,
17653,36,4,1207.5600000000002,B,B,B,BBB,
17654,277,1,117.55,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17655,10,7,2638.94,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17656,73,5,1674.69,C,B,A,CBA,
17658,25,2,595.4200000000001,B,C,C,BCC,
17659,17,12,2999.46,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17660,141,1,196.0,C,D,D,CDD,
17663,25,7,1802.91,B,A,A,BAA,
17664,18,2,604.64,B,C,C,BCC,
17666,3,2,728.1600000000001,A,C,B,ACB,
17667,66,5,2055.5099999999998,C,B,A,CBA,
17668,1,2,347.75,A,C,C,ACC,
17669,42,7,3406.7200000000003,B,A,A,BAA,
17670,227,1,205.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17671,15,4,1572.71,A,B,A,ABA,
17672,309,1,1177.84,D,D,B,DDB,
17673,1,6,1629.12,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17674,74,2,551.04,C,C,C,CCC,
17675,1,31,20374.28,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17676,4,6,1387.68,A,A,B,AAB,
17677,1,30,16363.23,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17678,263,1,298.11,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17679,52,2,1992.1100000000001,C,C,A,CCA,
17680,23,1,184.4,B,D,D,BDD,
17682,10,6,2474.33,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17684,43,1,239.41,B,D,D,BDD,
17685,16,7,3191.53,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17686,7,7,5739.46,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17690,30,15,4757.95,B,A,A,BAA,
17691,358,2,290.4,D,C,D,DCD,
17692,127,4,740.9399999999999,C,B,B,CBB,
17693,137,1,200.47,C,D,D,CDD,
17694,141,1,283.12,C,D,D,CDD,
17695,131,2,765.34,C,C,B,CCB,
17696,38,8,2285.71,B,A,A,BAA,
17697,236,1,338.95,D,D,C,DDC,
17698,260,1,154.95,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17700,16,4,2534.6400000000003,A,B,A,ABA,
17701,252,1,417.95,D,D,C,DDC,
17702,30,4,1824.37,B,B,A,BBA,
17703,35,3,798.74,B,B,B,BBB,
17704,168,2,885.19,D,C,B,DCB,
17705,3,9,1823.52,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17706,4,15,5637.96,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
17707,185,2,152.4,D,C,D,DCD,
17708,187,2,267.08,D,C,D,DCD,
17709,169,1,137.45,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17711,10,2,385.1,A,C,C,ACC,
17712,44,1,522.91,B,D,C,BDC,
17714,320,1,153.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17715,200,1,326.4,D,D,C,DDC,
17716,22,11,5655.99,B,A,A,BAA,
17718,232,1,139.35,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
17719,37,15,5396.04,B,A,A,BAA,
17720,26,4,1195.94,B,B,B,BBB,
17722,96,4,2424.04,C,B,A,CBA,
17723,127,6,3276.4000000000005,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
17724,71,3,1033.0,C,B,B,CBB,
